files_repo_name,version
BrettTrotter/jwt-auth,"""php"":""^5.5.9||^7"
ryota-murakami/symfony-blog,"""php"":"">=7"
chubbyphp/chubbyphp-model-doctrine-dbal,"""php"":""~7"
Haverkamp87/CoreBundle,"""php"":""7"
yannickl88/features-bundle,"""php"":""^5.5|^7"
stayallive/php-saml,"""php"":"">=7"
posixpascal/spark-alarm,"""php"":"">=7"
spatie/payment,"""php"":""^5.6|^7"
lydstyl/zend,"""php"":""^5.6||^7"
kaurikk/loan,"""php"":"">=7"
Taluu/Totem,"""php"":""^7"
ho-nl/magento2-Ho_Templatehints,"""php"":""~5.5.0|~5.6.0|~7"
beberlei/composer-monorepo-plugin,"""php"":""^5.5|^7"
DegradationOfMankind/forkcms,"""php"":""^7"
Sylius/Cart,"""php"":""^5.6|^7"
demonege/sutogo,"		""php"":"">=5.3.7"
cspray/telluris,"""php"":""~7"
barbanet/magento2-dc-samplemodule,"""php"":""~5.5.0|~5.6.0|~7"
j-schumann/raspi-sensor,"""php"":"">=7"
WyriHaximus/php-tactician-job-command-mapper,"""php"":""^7"
vinkla/laravel-facebook,"""php"":""^7"
yowmamasita/auction,"""php"":""^5.5||^7"
PortNumber53/pdepend,"""php"":"">=5.3.7"
phpflo/phpflo,"""php"":"">=7"
MaxOnTheHill/mautic-max,"""php"":"">=5.3.7"
awurth/slim-rest-base,"""php"":"">=7"
wmgda/tomash,"""php"":"">=7"
joomla-framework/data,"""php"":""^5.3.10|~7"
drakulitka/expressive.loc,"""php"":""^7"
CarsonF/phpunit,"""php"":"">=7"
MartinhoOmura/phpunit,"""php"":"">=7"
nmenglund/trellotosql,"""php"":"">=5.3.7"
appointer/deep-space-comlink,"""php"":"">=7"
tpunt/php-ast-reverter,"""php"":"">=7"
j-ledoux/SonataAdminBundle,"""php"":""^5.3||^7"
Nabooru/module-address-validation-adapter-dummy,"""php"":""~5.5.0|~5.6.0|~7"
Apivore/Meteor-Payment,"""php"":""^5.6||^7"
elcodi/ConfigurationBundle,"""php"":""^5.4|^7"
nbish11/meek-routing,"""php"":""^5.6||^7"
txj123/zilf-demo,"		""php"":"">=7"
kubawerlos/types-checker,"""php"":"">=7"
lscavelli/newportal,"""php"":"">=7"
firebearstudio/importexport,"""php"":""~5.5.0|~5.6.0|~7"
petrck/nette_frontend_backend,"		""php"":"">=5.3.7"
WyriHaximus/pimple-flysystem-service,"""php"":""^5.4||^7"
bureau-va/wordpress-guzzle-wrapper,"""php"":""~5.6|~7"
bauhausphp/package-common,"""php"":"">=7"
renatosalvatori/zf2DataTable,"""php"":""~5.4|~7"
saimaz/ElasticsearchBundle,"""php"":""^5.6.6|^7"
ticketevolution/ticketevolution-php,"""php"":"">=7"
CodeJetNet/roots,"""php"":""^7"
zendframework/zend-di,"""php"":""^5.5||^7"
stubbles/stubbles-input,"""php"":""^7"
kokspflanze/PServerRanking,"""php"":""^7"
Spomky-Labs/base64url,"""php"":""^5.3|^7"
haymetric/haymetric-sdk-php,"""php"":""^5.3.3||^7"
ezsystems/ezplatform-demo,"""php"":""~5.6|~7"
narrowspark/php-cs-fixer-config,"""php"":""^7"
firelike/nytimes-api,"""php"":""^5.6||^7"
gseidel/Sylius,"""php"":""^5.6|^7"
Neirda24/convert-to-object,"""php"":""^5.3.9||^7"
icheko/php-browser-detector,"""php"":""^5.3.3||^7"
czim/laravel-cms-core,"""php"":"">=7"
koolkode/async-log,"		""php"":""~7"
alpine-stack/alpine,"""php"":""~7"
laravel-notification-channels/authy,"""php"":""^7"
djavolak/unfinished,"""php"":""^7"
quibble-dbal/query,"""php"":"">=7"
phn-io/template,"""php"":"">=7"
Agares/MicroORM,"""php"":""^7"
delbio/DoctrineFixtureLoaderBundle,"""php"":""^5.6||^7"
Lansoweb/response-time,"""php"":""^7"
elcodi-plugins/PinterestBundle,"""php"":""^5.4|^7"
jacobemerick/comment-service,"""php"":"">=7"
azatmurtazin/symforum,"""php"":"">=7"
denisura/zfAlbum,"""php"":"">=5.4.7"
renedekat/laravel-view-finder-creater,"""php"":""~5.6|~7"
Josantonius/Search-Inside,"""php"":""^5.3||^7"
chrisdlangton/reserve-web,"""php"":"">=7"
andremteixeira/EBANX_Magento2,"		""php"":""~5.5.0|~5.6.0|~7"
SocialiteProviders/Microsoft-Live,"""php"":""^5.6||^7"
guilhermeblanco/cache,"""php"":""~7"
mjmarianetti/avalara-php,"""php"":""^5.3|^7"
RamyTalal/Exporter,"""php"":""^7"
jgrancell/dash,"""php"":""^5.5.0||^7"
uirapeixoto/sf2-fortune,"""php"":"">=5.3.17"
nztim/mailchimp,"""php"":"">=7"
basz/SlmLocale,"""php"":""^5.5||^7"
pulse00/ffmpeg-bundle,"""php"":""^5.3.9||^7"
stobbsm/diceroll,"""php"":""^7"
juliangut/doctrine-manager-builder,"""php"":""^5.6|^7"
duncan3dc/twitter,"""php"":""^7"
robbinfellow/sage-laravel-mix,"""php"":"">=7"
zQueal/flight-boilerplate,"""php"":"">=5.4.17"
PixelCodeNL/schematic,"""php"":""^5.5|^7"
DaneEveritt/login-notifications,"""php"":""^5.6|^7"
thomasvargiu/AMQPAL,"""php"":""^5.5||^7"
chadicus/spl-interfaces-php,"""php"":""~5.4||~7"
dizzy7/lostfilm-notificator,"""php"":""^7"
laravel-rocket/foundation,"""php"":"">=7"
SergioVasko/fortune,"""php"":"">=5.3.17"
dwoo-project/dwoo,"""php"":""^5.3|^7"
magento-hackathon/FireGento_FastSimpleImport2,"""php"":""~5.5.0|~5.6.0|~7"
TheOrchid/Widget,"""php"":"">=7"
Mosaic/Routing,"""php"":"">=7"
Pierozi/aws-swf,"""php"":"">=7"
netz98/headless-guillotine,"""php"":""~5.6.0|~7.0.0|~7"
jeckman/YouTube-Downloader,"""php"":""^5.4||^7"
frozzare/wp-test-suite,"""php"":""^5.6||^7"
akrabat/zend-validator,"""php"":""^5.5||^7"
treehouselabs/event-store,"""php"":"">=7"
heiglandreas/Org_Heigl_Hyphenator,"""php"":""^5.6||^7"
Instamojo/instamojo-magento-2,"""php"":""~5.5.0|~5.6.0|~7"
dmitrya2e/simple-factory,"""php"":"">=7"
Orbitale/CmsBundle,"""php"":""^7"
giovannialbero1992/Elastica,"""php"":""^7"
Funstaff/RefLibRis,"""php"":"">=7"
contao-community-alliance/composer-plugin,"""php"":""^5.4||^7"
kennyLtv/PersonalWebsites,"""php"":"">=7"
adr1enbe4udou1n/laravel-boilerplate,"""php"":""^7"
ivandnepr90/cybertone-test-ivan-scetinin,"""php"":""^5.6||^7"
xorock/zend-expressive-phptalrenderer,"""php"":""^5.5||^7"
Sylius/Resource,"""php"":""^7"
Metrilum/Metrilum,"""php"":"">=7"
LIN3S/AdminBundle,"""php"":""^5.5||^7"
jumilla/laravel-versionia,"		""php"":""^7"
Ejobs/Sylius,"""php"":""^5.6|^7"
escuccim/LaraBlog,"""php"":""~5.6|~7"
pmmp/PocketMine-MP,"""php"":"">=7"
twigphp/Twig,"""php"":""^7"
krixon/math,"""php"":"">=7"
xmmedia/starter_symfony,"""php"":"">=7"
gluecksbaerchi/fundingProgrammeManagement,"""php"":"">=7"
wuzheng40/ci4t,"		""php"":"">=7"
inex/IXP-Manager,"""php"":""7"
Strimoid/Strimoid,"""php"":"">=7"
folour/oxide,"""php"":"">=7"
neeckeloo/NewRelic,"""php"":""^5.6||^7"
Fleshgrinder/php-format,"		""php"":""^7"
x2ts/x2ts,"""php"":"">=7"
Xerkus/zend-mvc,"""php"":""^5.6||^7"
envire-tech/laravel,"""php"":"">=5.6.4||^7"
Th3Mouk/YahooWeatherBundle,"""php"":""^5.4|^7"
ivodvb/symfony-angular-todomvc,"""php"":"">=5.3.3,<5.7"
mqueme/mautic,"""php"":""~5.6.19|~7"
descent-universe/universe,"""php"":"">=7"
Innmind/Math,"""php"":""~7"
jerowork/application-skeleton,"""php"":""^7"
php-http/boilerplate,"""php"":""^5.5||^7"
acacha/profile,"""php"":""~5.6|~7"
Soullivaneuh/composer,"""php"":""^5.3.2||^7"
cdtweb/pharven,"""php"":"">=7"
tonicospinelli/Sylius,"""php"":""^5.5.9|^7"
pcrov/IteratorStackIterator,"""php"":""^7"
Koc/symfony,"""php"":""^7"
RudyMas/easymvc,"""php"":""^7"
shimomo/soracom-sdk-php,"""php"":"">=7"
dlgoodchild/secret-santa,"		""php"":"">=7"
bairwell/hydrator,"""php"":"">=7"
Ocramius/DoctrineBatchUtils,"""php"":""~5.5|~7"
brizido/tradegecko,"""php"":""^5.6||^7"
opensalt/opensalt,"""php"":""^7"
lotgd/census,"""php"":""^7"
MicHaeLann/new_best365,"""php"":""^5.4|^7"
redsevensquared/themes,"""php"":""~5.6|~7"
pdenis/translation-bundle,"""php"":"">=5.4,<7"
stubbles/stubbles-xml,"""php"":""^7"
DFoxinator/simple-neo4j,"""php"":"">=7"
nirvarnia/singleton,"""php"":"">=7"
orgmanager/orgmanager,"""php"":"">=7"
arvyjaar/cv,"""php"":""7"
subcosm/observatory,"""php"":"">=7"
PandaPlatform/panda-framework,"""php"":""^7"
rudak/seo_bundle,"""php"":""^5.5.9||^7"
GrahamCampbell/Laravel-DigitalOcean,"""php"":""^7"
adelowo/cfar,"""php"":""~5.5|~7"
neos/flow,"""php"":""~7"
binsoul/net-http-router,"""php"":""^7"
neeckeloo/MonologModule,"""php"":""^5.6||^7"
rebel-l/workshops,"""php"":""^5.6||^7"
RebelCodecom/diary-interface,"""php"":""^5.3|^7"
octris/octris,"""php"":"">=7"
Swader/nitpick-test,"""php"":""~5.5|~7"
Marzineez/EventManager,"""php"":"">=7"
thunderer/Serializard,"""php"":""^5.5|^7"
funivan/PhpTokenizer,"""php"":"">=7"
php-cache/taggable-cache,"""php"":""^5.6||^7"
TysonAndre/php-parser-to-php-ast,"""php"":"">=7"
v-ideogam-es/wikidata-to-schema-org-migrator,"""php"":""~7"
zf-fr/zfr-tradegecko,"""php"":""~7"
farukcam/iyzipay-laravel,"""php"":""~7.0|~7"
feelinc/TemplateDataDefinitionGenerator,"""php"":"">=5.3.7"
florianv/laravel-swap,"""php"":""^5.5|^7"
LinioIT/cache,"""php"":"">=7"
lcobucci/jwt,"""php"":""^7"
martindilling/spires-irc,"""php"":""^7"
jonnybarnes/emoji-a11y,"""php"":"">=7"
dwightwatson/breadcrumbs,"""php"":"">=7"
selleet/selleet,"""php"":""^7"
s-code/command-bus-bundle,"""php"":"">=7"
radioactivehamster/yaml,"""php"":""~5.5|~7"
ucsdmath/Image,"""php"":"">=7"
crystalplanet/redshift,"""php"":"">=7"
SocialiteProviders/Pinterest,"""php"":""^5.6||^7"
leeovery/flasher,"""php"":"">=7"
SenseException/intl-format,"""php"":""^7"
pavlakis/php-middleware-cli-request,"""php"":""^7.0|^7"
RunOpenCode/exchange-rate,"""php"":"">=7"
andreas-glaser/php-helpers,"""php"":""^7"
symfony/css-selector,"""php"":""^7"
mmoreram/php-formatter,"""php"":"">=7"
libreworks/caridea-acl,"""php"":"">=7"
hendrikmaus/branda,"""php"":"">=7"
elcodi/TaxBundle,"""php"":""^5.4|^7"
MadCat34/zend-view,"""php"":""^5.5||^7"
IchHabRecht/phpunit,"""php"":""^7"
zhuzhichao/laravel-db-dict,"""php"":""^5.5.9||^7"
fabpot/composer,"""php"":""^5.3.2||^7"
PeeHaa/AsyncTwitter,"""php"":""~7"
svenluijten/heap,"""php"":""^7"
symfony-notes/http-basic-authenticator-bundle,"""php"":"">=7"
BreyndotEchse/recaptcha2,"""php"":""^5.5||^7"
ConsoleTVs/Charts,"""php"":"">=7"
opulencephp/Opulence,"""php"":""^7"
helhum/class-alias-loader,"""php"":"">=5.3.7"
wearebase/base-transport,"""php"":"">=5.6|>=7"
XWB/FOSUserBundle,"""php"":""^5.5.9||^7"
edamov/pushok,"""php"":""^7"
joomla-framework/form,"""php"":""~7"
theoboldt/juvem,"""php"":"">=7"
cerbero90/fluent-api,"""php"":""~5.6|~7"
zfcampus/statuslib-example,"""php"":""^5.6||^7"
plank/laravel-metable,"""php"":"">=7"
hellonuzzle/bluetooth-fct,"""php"":""^5.5.10||^7"
webplates/symfony-standard,"""php"":""^7"
TianLiangZhou/loocode,"""php"":"">=7"
brainbits/blocking-bundle,"""php"":""^7"
tomaskraus/path-utils,"""php"":""^5.3|^7"
gerfigna/elcodi,"""php"":""^5.4|^7"
duncan3dc/sessions,"""php"":""^5.6|^7"
Niko9911/ngfw-php-framework,"""php"":"">=7"
Spudley/ApacheLogIterator,"""php"":""^5.3.3||^7"
Webiny/Mailer,"""php"":""^7"
WellCommerce/PaymentBundle,"""php"":""^7"
samsonasik/ExpressiveRedirectHandler,"""php"":""^5.6|^7"
predictator/skeleton,"""php"":"">=7"
zendframework/zend-mvc-console,"""php"":""^5.6||^7"
arodygin/DataTablesBundle,"""php"":"">=7"
park-manager/hubkit,"""php"":""^7"
squinones/burdette,"""php"":""^5.4||^7"
Neochic/slim-tools,"""php"":"">=7"
bupy7/zf-form,"""php"":""^5.6||^7.0<7"
elberth90/yeelight-api-client,"""php"":"">=7"
bishopm/base,"""php"":""~5.6|~7"
swarrot/swarrot,"""php"":""^7"
belgattitude/soluble-datatype,"""php"":""^5.3||^7"
franjid/api-wrapper-bundle,"""php"":""^5.5.9|~7"
collab-corp/Laravel-CMS,"""php"":"">=7"
matoni-fri/fri_sandbox-master,"		""php"":"">=5.3.7"
ossinkine/http-prokse,"""php"":""~5.5|~7"
ReissClothing/Sylius,"""php"":""^5.6|^7"
bircher/php-merge,"""php"":"">=7"
danielrose28/DrupalConsole,"""php"":""^5.5.9||^7"
druidfi/mana,"""php"":""^5.6||^7"
martin-georgiev/social-post-bundle,"""php"":""^7"
dermatthes/html-template,"""php"":"">=7"
sjparkinson/static-review,"""php"":""^5.5||^7"
viserio/log,"""php"":""^7"
nubs/vectorix,"""php"":""~5.6||~7"
arekwiertlewski/slim-skeleton,"""php"":"">=7"
Zeeml/Algorithms,"""php"":"">=7"
maximegosselin/eventesque,"""php"":""~7"
tylercd100/laravel-lump,"""php"":""^5.5.9|^7"
alcaeus/cli-output-checkstyle-parser,"""php"":""^7"
prooph/laravel-package,"""php"":""^7"
WyriMaps/php-battlenet-client,"""php"":""^7"
nerd-framework/nerd-contracts,"""php"":"">=7"
contactmyreps/sunlight-php,"""php"":""~5.5|~7"
dotkernel/dot-controller,"""php"":""^7"
netdudes/DataSourceryBundle,"""php"":"">=7"
developeruptown/helloworld,"""php"":""~5.6|~7"
nexendrie/site-generator,"""php"":"">=7"
huang-lu/ProxyManager,"""php"":""~5.5|~7"
dcarbone/cloudstack-php-client,"""php"":""^7"
aequasi/doctrine-bridge,"""php"":""^5.5|^7"
0x46616c6b/etherpad-lite-client,"""php"":""^5.6|^7"
ramsey/laravel-oauth2-instagram,"""php"":""^5.6||^7"
studioemma/pimcore-plugin-migrations,"""php"":"">=7"
buonzz/laravel-4-freegeoip,"		""php"":"">=5.3.7"
fabianpimminger/Cargo,"""php"":""^5.4|^7"
avalonia-project/message,"""php"":""^7"
nfephp-org/sped-mdfe,"""php"":""~5.5|~7"
lexandre75/monsite,"""php"":""7"
martiadrogue/skeleton,"""php"":""~5.5|~7"
MongeralAegonDigital/madetalent,"""php"":""~5.5|~7"
satmaelstorm/TSProfiler,"""php"":"">=7"
SchakelMarketeers/foundation,"""php"":""^5.6||^7"
road-t/ZF3-Sample-File-Share-App,"""php"":""^5.6||^7"
katmore/flat,"""php"":"">=7"
tonik/tonik,"""php"":"">=7"
phone2action/ym-api,"""php"":"">=7"
okj579/Faker,"""php"":""^5.3.3|^7"
AValnar/Bonefish,"""php"":"">=7"
k-next/text,"""php"":"">=7"
chris-kruining/vivid,"""php"":"">=7"
duncan3dc/serial,"""php"":""^5.6|^7"
Batch1211/LexikJWTAuthenticationBundle,"""php"":""^5.5|^7"
wolv-dev/shopware,"""php"":""^5.6.4||^7"
quentinhill/ripgore,"		""php"":"">=5.4.17"
WellCommerce/CompanyBundle,"""php"":""^7"
zendframework/zend-code,"""php"":""^7"
arnegroskurth/PHPExcelExtended,"""php"":""^5.3|^7"
DDDominio/DDDominioEventSourcingBundle,"""php"":""^5.6||^7"
gencer/Yaml,"""php"":""^7"
z1haze/laravel-acl,"""php"":"">=7"
raidros/marketplace,"""php"":""~5.5|~5.6|~7"
adrianco48/lib-search-engine-elasticsearch,"""php"":""~7"
imosnet/invoice,"""php"":""^5.5||^7"
MetalCowRobotics/Slack,"""php"":""^5.6||^7"
Chtiadrien/terminal-with-style,"""php"":"">=7"
ThrusterIO/data-mapper-actions-bundle,"""php"":"">=7"
DealerDirect/phpcodesniffer-composer-installer,"""php"":""^5.3|^7"
NiMias/ChainCommandBundle,"""php"":""^7"
AydinHassan/progress-bar-log,"""php"":""^7|^7"
Peistur/topgraph,"""php"":""^5.4|^7"
anorgan/onfleet-client,"""php"":"">=7"
shaggy8871/console,"""php"":"">=7"
bfunky/http-parser,"""php"":"">=7"
dguhl/sample-widget,"""php"":""7"
geekish/crap,"""php"":""^5.6|^7"
cybercog/laravel-likeable,"""php"":""^5.6|^7"
uev/zf3train,"""php"":""^5.6||^7"
hostnet/entity-revision-component,"""php"":""5.*,>=5.6||7"
Enrise/zf-elasticsearch,"""php"":""^5.4||^7"
genkgo/camt,"""php"":""^7"
Invis1ble/assistant,"""php"":""^7"
CoffeeGame/CGPlatform,"""php"":""^5.6||^7"
jiripudil/jiripudil.cz,"		""php"":"">=7"
mikeSimonson/DoctrineBundle,"""php"":""^7"
ArSn/OpenTimeTracker,"		""php"":""~7"
20steps/bricks-platform-composer-extras,"""php"":"">=7"
ucsdmath/Date,"""php"":"">=7"
OpenRaffler/openraffler-core,"""php"":"">=7"
blitzik/listings,"		""php"":"">=7"
leidison/laravel-hyper-response,"""php"":"">=5.3.7"
lstrojny/phpunit,"""php"":""^5.6||^7"
till/composer,"""php"":""^5.3.2||^7"
CatUnicornKiller/web-app,"		""php"":"">=7"
kaecyra/app-common,"""php"":"">=7"
php-cache/simple-cache-bridge,"""php"":""^5.6||^7"
tkotosz/catalog-router-magento2,"""php"":"">=7"
SundialBrands/SheaMoisture2.0-Magento2-Theme,"""php"":""~5.6.0|7.0.2|~7"
nexendrie/translation,"""php"":"">=7"
willmartinsmg/portalrh,"		""php"":"">=5.3.7"
SocialiteProviders/Mixcloud,"""php"":""^5.6||^7"
bangpound/sculpin,"""php"":""^5.4|^7"
Edwin-Luijten/mini-symfony,"""php"":""^5.5.9|^7"
bitExpert/prophiler-psr7-middleware,"""php"":""^7"
leocavalcante/siler,"""php"":"">=7"
Fenzland/Htsl.php,"""php"":"">=7"
gomoob/php-pushwoosh,"		""php"":""^5.6||^7"
medooch/symfony,"""php"":""7"
MediaMonks/symfony-mssql-bundle,"""php"":""^5.4|~7"
LIN3S/CMSKernel,"""php"":""^5.6||^7"
cerbero90/Skeleton-Test,"""php"":""~5.5|~7"
zfcampus/zf-hal,"""php"":""^5.6||^7"
nicolasdewez/website,"""php"":"">=7"
USF-IT/slim-skeleton,"""php"":"">=7"
lartie/Telegram-Bot-Pagination,"""php"":"">=7"
stekycz/CriticalSection,"		""php"":"">=7"
zendframework/zend-authentication,"""php"":""^5.5||^7"
SocialiteProviders/Manager,"""php"":""^5.6||^7"
gencer/doctrine2,"""php"":""^7"
turboezh/yii2-task-queue,"""php"":"">=7"
CodeCollab/Authentication,"""php"":""^7"
omadjar/zeitgeist,"""php"":""~5.6.5|7.0.2|7.0.4|~7"
Zenify/DoctrineFilters,"		""php"":""^7"
cyphp/empg,"""php"":""^5.6||^7"
treehouselabs/behat-common,"""php"":"">=7"
jaroslavtyc/drd-plus-current-properties,"""php"":"">=7"
SlaxWeb/Hooks,"""php"":"">=7"
TomasVotruba/doctrine2,"""php"":""^7"
SetBased/php-abc-core,"""php"":"">=7"
uda/php-mime-mail-parser,"""php"":""^5.4.0||^7"
Boggimedes/Dungeon-Master-Pro,"""php"":"">=7"
yohang/FrequenceWebContactBundle,"""php"":""^5.3.3||^7"
JanHuang/debug,"""php"":"">=7"
axelvnk/Sylius,"""php"":""^5.6|^7"
fastly/fastly-magento2,"""php"":""~5.5.0|~5.6.0|~7"
CoreTyson/CoreTyson,"""php"":"">=7"
monomelodies/gentry,"""php"":"">=7"
kwn/monolog-kafka-handler,"""php"":""^5.4|^7"
atomescrochus/laravel-bulma-starter,"""php"":""~5.6|~7"
ezsystems/satis,"""php"":""^5.3.2||^7"
robmachado/sped-restful,"""php"":""~5.5.9|~7"
RunnMe/Core,"""php"":"">=7"
iltar/form-handler-bundle,"""php"":""^5.6|^7"
jclyons52/page-preview,"""php"":""~5.5|~7"
jmccauli/RingBuffer,"""php"":""^7"
padosoft/package-skeleton,"""php"":"">=7"
Moln/failover-manager,"""php"":""^5.4.0||^7"
LaravelCollective/html,"""php"":"">=7"
OAuth2-Framework/oauth2-framework,"""php"":""^7"
wernerdweight/wdImageManagerBundle,"""php"":"">=7"
efisiobova/onedrive-php-api,"""php"":"">=5.4||>=7"
CookieShop/core-powerbi,"""php"":""^5.6||^7"
ctrine/settings,"""php"":""^7"
essential-php/php-di,"""php"":"">=7"
okdana/symfony,"""php"":""^7"
huangminwei/xfapp,"""php"":""^5.3.3||^7"
emodric/ezplatform-legacy,"""php"":""~5.6|~7"
proophsoftware/prooph-bundle,"""php"":""^5.5||^7"
AgileSocial/phpActiveRecordSchoolEntities,"""php"":""^5.3||^7"
rfussien/leboncoin-crawler,"""php"":"">=7"
ctf0/SimpleMenu,"""php"":""~7"
yii2ext/redis,"		""php"":"">=5.3.7"
zendframework/zend-i18n,"""php"":""^7"
falon/rblcheck,"""php"":""^7"
alex-sache/ttp,"""php"":""7"
orchestral/view,"""php"":"">=7"
SetBased/php-abc-request-logger-light,"""php"":"">=7"
LIN3S/WordpressStandard,"""php"":""^5.5||^7"
maidmaid/symfony,"""php"":""^7"
petercoles/Xero,"""php"":"">=7"
ricordisamoa/dvncmd,"		""php"":""^7"
Linusvo/shoppingchauau,"		""php"":"">=5.3.7"
muspelheim/SleepBundle,"""php"":"">=5.3||>=7"
Corviz/framework,"""php"":"">=7"
alpeinsoft-ch/teampass-api,"""php"":""^5.5|^7"
cudev/browser-games-portal,"""php"":""^7"
symfony/framework-bundle,"""php"":""^7"
gseidel/enhavo,"""php"":""^5.6|^7"
stubbles/stubbles-console,"""php"":""^7"
michaelklapper/TYPO3.CMS,"		""php"":""^7"
misteio/Neo4jBundle,"""php"":"">=7"
bricks81/BricksModel,"""php"":""^7"
fascinosum/ImageDownloader,"""php"":"">=7"
tinker1987/BeanstalkBundle,"""php"":"">=7"
HaaseIT/VAHI,"""php"":""^5.4|^7"
reddogs-at/reddogs-oauth2-server,"""php"":""^7"
WellCommerce/NewsBundle,"""php"":""^7"
fractile/testpoint,"""php"":"">=7"
radioactivehamster/temporal,"""php"":""~5.5|~7"
MadCat34/zend-log,"""php"":""^5.6||^7"
Zenify/DoctrineFixtures,"		""php"":""^7"
mpalourdio/zf2-twitter-widget,"""php"":""^7"
jubianchi/async-generator,"""php"":""^7"
derrabus/symfony,"""php"":""^7"
nlocascio/mindbody-laravel-auth,"""php"":""^7"
haus23/haus23,"""php"":""7"
mpyw/cowitter,"""php"":"">=7"
BeerCoders/rest-api,"""php"":"">=7"
JosephSilber/framework,"""php"":"">=7"
AyeAyeApi/Formatters,"""php"":""^5.5||^7"
aligent/algoliasearch-magento-2,"""php"":""~5.5.0|~5.6.0|~7"
itgalaxy/bin-wrapper,"""php"":""^5.6||^7"
zfcampus/zf-composer-autoloading,"""php"":""^5.6||^7"
zhoufanqq/ssoClient,"""php"":""~5.5|~7"
eggbe/laravel-hash-store,"		""php"":"">=7"
damien-carcel/khatovar-web,"""php"":"">=7"
ArjenMiedema/AddressValidation,"""php"":""~5.5.0|~5.6.0|~7"
DraperStudio/Laravel-Friendable,"""php"":""^5.6||^7"
metaclassing/phpseclib,"""php"":"">=7"
tyea/csvtomysql,"""php"":""^7"
WellCommerce/ClientBundle,"""php"":""^7"
symfony/dependency-injection,"""php"":""^7"
narrowspark/http-emitter,"""php"":""^7"
php-cache/doctrine-adapter,"""php"":""^5.6||^7"
cH40z-Lord/BecklynRadBundle,"""php"":""^7"
ericaglimsholt/ericaglimsholt,"""php"":""^7"
ivan-wolf/denner-client-module,"""php"":""^5.5||^7"
OpaSieben/plugintest,"""php"":""^5.5||^7"
elcodi/Menu,"""php"":""^5.4|^7"
mariocoski/laravel-blogger,"""php"":"">=7"
outeredge/magento-module-base,"""php"":""~5.5.0|~5.6.0|~7"
geocoder-php/geocoder-extra,"""php"":""^5.4||^7"
tylkomat/zf-apigility-skeleton,"""php"":""^5.5||^7"
sonata-project/SonataCoreBundle,"""php"":""^5.3||^7"
da-eto-ya/any-shop,"""php"":"">=7"
HWGehring/Archon,"""php"":"">=7"
andrewshell/invoice,"""php"":"">=7"
ellipsephp/session,"""php"":"">=7"
jurchiks/commons,"""php"":"">=7"
mauretto78/in-memory-list,"""php"":""^5.6||^7"
FedeFranco/biblioteca,"""php"":""~7"
josemdac/alegra,"""php"":""^5.6||^7"
Visithor/visithor,"""php"":""^5.4|^7"
ThrusterIO/promise,"""php"":"">=7"
orchestral/testbench,"""php"":"">=7"
middlewares/payload,"""php"":""^5.6||^7"
scr-be/file-uploader-bundle,"		""php"":"">=5.6.4,~5.6|~7"
jworksuk/mondo-bank-api-php,"""php"":""~5.5|~7"
mike227/n-ajax,"		""php"":"">=5.3.7"
joomla-framework/linkedin-api,"""php"":""^5.3.10|>=7.0<7"
weierophinney/zf-docs-toolchain-experiment,"""php"":""^5.5||^7"
egeloen/ivory-serializer,"""php"":""^5.6|^7"
vanqard/passman,"""php"":"">=5.3.7"
Rhincodon/GitterBot,"""php"":"">=7"
Aprila/app-knowledge-base,"""php"":"">=5.3.7"
haus23/server,"""php"":"">=7"
Horat1us/php-xml-convertible,"""php"":"">=7"
SplashSync/Prestashop,"""php"":""^5.6|^7"
ForceLabsDev/framework-app,"""php"":"">=7"
MageTest/MageSpec,"""php"":""^5.6||^7"
komirad/sg-bus-api,"""php"":"">=7"
zendframework/zend-psr7bridge,"""php"":""^5.6||^7"
mits87/archiebot-laravel-proxy,"""php"":""^5.6||^7"
WiderFunnel-Labs/Optimizely-SDK,"""php"":"">=7"
benharri/testcord,"""php"":"">=7"
antqa/payum-perfectmoney,"""php"":""^5.5.0|^7"
angelk/bbCode,"""php"":"">=7"
proophsoftware/prooph-package,"""php"":""^5.5||^7"
SelimSalihovic/pikpay-php,"""php"":"">=7"
bastman/php7-Arrayly,"""php"":"">=7"
stevleibelt/php_component_lock,"""php"":""^5.6||^7"
maccliu/soil,"""php"":""^5.5.0||^7"
mithereal/botpoison,"""php"":"">=7"
trivago/tas-sdk-php,"""php"":""^5.6|^7"
dnahrebecki/specification-pattern,"""php"":""^5.6|^7"
snsanich/php-code-formatter,"		""php"":"">=7"
viserio/view,"""php"":""^7"
jelito/asdf,"""php"":""^7"
api-platform/core,"""php"":"">=7"
rgeraads/UserManagement,"""php"":"">=7"
everton3x/webui,"""php"":"">=7"
managlea/EntityManager,"""php"":"">=7"
calderacc/criticalmass-in,"""php"":"">=7"
uu2373/zf3,"""php"":""^5.6||^7"
zeliard91/DoctrineParseBundle,"""php"":""^5.6||^7"
bisarca/robots-txt,"""php"":""^7"
DonaldKellett/phpunit,"""php"":""^7"
tylercd100/laravel-validator-phone,"""php"":""^5.5.9|^7"
landrok/webstatus,"""php"":"">=5.6.0||^7"
noldor/CodeIgniter4,"		""php"":"">=7"
L-P/struct,"""php"":""^7"
magento-hackathon/FireGento_FastSimpleImport2_Demo,"""php"":""~5.5.0|~5.6.0|~7"
pinepain/php-weak-stubs,"""php"":""~7"
danagnostos/zend-framework,"""php"":""^5.5||^7"
