files_repo_name,version
minwork/minwork,"""php"":"">=7"
BZCoding/bz-contact-php,"""php"":""~5.6||~7"
juancasantito/hbs,"""php"":"">=7"
Vadimon/Sort,"""php"":""~5.6|~7"
peterrehm/gh,"""php"":""^7"
monoku/opencfp,"""php"":"">=7"
Becklyn/BecklynDatabaseDumpBundle,"""php"":""^5.5|^7"
rodia/add-stock,"""php"":""^5.6||^7"
conpago/conpago-migrations-contract,"""php"":"">=7"
WyriHaximus/php-cpu-core-detector,"""php"":""^5.4||^7"
jumilla/laravel-source-generator,"""php"":""^7"
lleocastro/cosmosphp,"""php"":"">=7"
paulgeneres/homestead,"""php"":""^5.6||^7"
mvader/Lemonade,"""php"":"">=5.3.7"
guillaume-sainthillier/parrainages-boursorama.fr,"""php"":"">=7"
Symplify/DefaultAutowire,"""php"":""^7"
RunOpenCode/abstract-builder,"""php"":"">=7"
ddymko/crouton,"""php"":""~5.6|~7"
flavioheleno/idos-sdk-php,"""php"":"">=7"
Hatsunyan/paginator,"""php"":"">=7"
Ocramius/PSR7Session,"""php"":""~7"
Tomohiro/gimei,"""php"":""~5.6|~7"
whiteoctober/migrations,"""php"":""^5.5|^7"
davidburger/expressive-logger,"""php"":"">=7"
ayanozturk/carenet-api,"""php"":""^5.5||^7"
rogerthomas84/ohcache,"""php"":"">=5.3.7"
richard4339/Twitch-PHP,"""php"":"">=7"
Art4/json-api-client,"""php"":""^5.5||^7"
teamtnt/tntserach,"""php"":""~5.5|~7"
mnito/round-robin,"""php"":"">=7"
kenjis/CodeIgniter4,"		""php"":"">=7"
Sam-Burns/request-and-response-helper,"""php"":""^7"
Sylius/Archetype,"""php"":""^5.6|^7"
maxbucknell/module-gulp,"""php"":""~7"
Lansoweb/api-problem,"""php"":""^7.0||^7"
raphaelstolt/git-user-bend,"""php"":""^7"
binsoul/net-mqtt,"""php"":""~5.6|~7"
AngryBytes/hash,"""php"":""~5.6||~7"
keradus/PHP-CS-Fixer,"""php"":""^5.6||>=7.0<7"
endroid/symfony-application,"""php"":""^7"
subugoe/fwb-app,"""php"":"">=7"
ixudra/imageable,"""php"":"">=7"
middlewares/skeleton,"""php"":""^5.6||^7"
to-bai/magento2-geo-ip2,"""php"":""~5.5.0|~5.6.0|~7"
tlshaheen/nationbuilder-php,"""php"":"">=7"
zendframework/zend-expressive-aurarouter,"""php"":""^5.6||^7"
reva2/jsonapi,"""php"":"">=5.5.9||^7"
treinaweb-git/pages,"""php"":""^5.5||^7"
phlib/db-helper,"""php"":""^5.6|^7"
iosim/simio-zappi,"""php"":""^5.5||^7"
HaaseIT/doctrine-sandbox,"""php"":""^5.4|^7"
inviqa/MX_HelperBar,"""php"":""~5.5.0|~5.6.0|~7"
postalservice14/php-actuator-silex-provider,"""php"":""~5.5|~7"
MAT978/mautic,"""php"":"">=5.3.7"
tmtbe/SwooleDistributed,"""php"":"">=7"
mariusbalcytis/gentle-force-bundle,"""php"":""^5.5|^7"
plvhx/dependency-injection,"		""php"":"">=5.6.0||>=7"
intelligide/CoreTyson,"""php"":"">=7"
Sylius/Variation,"""php"":""^5.6|^7"
isotopsweden/wp-papi,"""php"":""^5.5.9||^7"
jitesoft/socialite-jb-hub,"""php"":""^5.6||^7"
jarednova/timber,"""php"":"">=5.3.0|7"
mamuz/phalcon-application,"""php"":""^7"
AppioDigital/RedminePassageNette,"""php"":""~7"
wschwaiger/qwat-ser-preview,"""php"":"">=5.4,<7"
brosland/FRI_vstupne-zadanie,"		""php"":"">=5.3.7"
SenseException/mock-mock-mock,"""php"":""^7"
rollerworks/datagrid-bundle,"""php"":""^7"
Narno/ZendService_Gandi,"""php"":""^5.4|^7"
innogames/php-resque,"""php"":"">=5.3.7"
stphnpt/SonataDashboardBundle,"""php"":""^5.3||^7"
OpenBuildings/promotions,"		""php"":""^7"
netherphp/cache,"		""php"":"">=7"
jeremykendall/slim-auth-impl,"""php"":"">=5.3.7"
chimerarocks/sb-codeedu,"""php"":""^5.5||^7"
dragosprotung/stc-endomondo,"""php"":""^7"
koolkode/k1,"		""php"":""~7"
n2n/page,"""php"":"">=7"
nataniel/e4u-framework,"""php"":""^5.6||^7"
tuupola/cors-middleware,"""php"":""^5.5||^7"
starcode-solutions/stuff,"""php"":""^5.5||^7"
Novactive/NovaCollection,"""php"":""^5.6||^7"
ninjaparade/satis,"""php"":""^5.3.2||^7"
vitkutny/vitkutny.cz,"		""php"":"">=7"
kunicmarko20/static-translations,"""php"":""^5.2|^7"
theorx/AutoloaderMap,"""php"":"">=7"
SocialiteProviders/VKontakte,"""php"":""^5.6||^7"
poggit/poggit,"""php"":""^7"
emgag/video-thumbnail-sprite,"""php"":""~7.0.0|~7"
WolfMicrosystems/business-rules-engine-bundle,"""php"":"">=5.3.7"
akrabat/ZendService_ReCaptcha,"""php"":""^5.6||^7"
silinternational/simplesamlphp-module-silauth,"""php"":"">=7"
doctrine/DoctrineMongoDBBundle,"""php"":""^5.6||^7"
hyperized/iWMO2,"""php"":"">=7"
soluciones-gbh/PHP-FFMpeg,"""php"":""^5.3.9||^7"
robmachado/sped-console,"""php"":""~5.5|~7"
takeit/web-renderer,"""php"":""^7"
cudev/game-feed,"""php"":""^7"
MadCat34/zend-json,"""php"":""^5.5||^7"
JeroenDeDauw/pdepend,"""php"":"">=5.3.7"
farwish/alconSeek,"""php"":"">=7"
acelaya-blog/put-patch-file-uploads,"""php"":""^5.6||^7"
JeroenBakker/Postnl,"""php"":""5.4-7"
jon-frankel/api-platform-demo,"""php"":"">=7"
theofidry/AliceDataFixtures,"""php"":""^7"
LasseRafn/php-initial-avatar-generator,"		""php"":""^5.6|^7.0|^7"
spatie/navigation,"""php"":""^7"
keradus/php-coveralls,"""php"":""^5.5||^7"
adamculp/expressive-workshop,"""php"":""^5.5||^7"
orchestral/widget,"""php"":"">=7"
phpzm/core,"""php"":"">=7"
bjeavons/zxcvbn-php,"""php"":""^5.3||^7"
terah/fluent-assert,"""php"":"">=7"
nxvhm/zfauth,"""php"":""^5.6||^7"
dom-arch/dom-arch,"""php"":"">=7"
mleczkopawel/insp,"""php"":""^5.6||^7"
chadicus/mongo-queue-php,"""php"":""^5.6||^7"
cyberfox-software/redfox,"""php"":"">=7.0.7"
fahernandez/kima,"""php"":"">=7"
Vardius/security-bundle,"""php"":"">=7"
MadCat34/zend-session,"""php"":""^5.5||^7"
sebascontre/herokupress,"""php"":""^7"
sofico/php-webdriver,"""php"":""~7"
noondaysun/password,"		""php"":""^7"
arnovr/linkservice,"""php"":""7"
thiagormoreira/guia-comercial,"""php"":"">=5.5.9||^7"
cammanderson/phruts,"""php"":"">=5.3.7"
kun391/laravel-categories,"""php"":""~5.5|~7"
ThrusterIO/actions,"""php"":"">=7"
JeremieSamson/vlille_alert_ws,"""php"":""5.5.27"
Krifollk/hydrator,"""php"":"">=7"
djoamersfoort/grav-theme,"""php"":""^7"
gunna-php/invoker,"""php"":"">=7"
nubs/sensible-cli,"""php"":""~5.6||~7"
eggbe/soauth,"		""php"":"">=7"
orchestral/publisher,"""php"":"">=7"
opis/config,"""php"":"">=7"
thelaguna/mvc,"""php"":""^5.6||^7"
hogosha/hogosha,"""php"":""~5.5|~7"
twifty/node-module-installer,"""php"":"">=7"
mabez/bird-skeleton,"""php"":"">=7"
itsjavi/flatdown,"""php"":""^5.6||^7"
danielgp/common-lib,"""php"":""^5.6||^7"
enl/amqpworkers,"""php"":""~5.6|~7"
PrimeTimeCode/wp-plugin-activation-manifest,"""php"":""^5.6||^7"
laravel/homestead,"""php"":""^5.6||^7"
SocialiteProviders/Yammer,"""php"":""^5.6||^7"
robgridley/pace-api,"""php"":"">=7"
chadicus/test-helpers,"""php"":""^5.6||^7"
Aedius/crowfall-royaumes-eternel,"""php"":"">=7"
mittwald/typo3-web2pdf,"""php"":"">=7"
tyea/mvcgroundwork,"		""php"":"">=7"
eMAGTechLabs/cachebundle,"""php"":"">=7"
spatie/checkout,"""php"":""^5.6.0|^7"
Meuk/faturas-invoice-lib,"""php"":"">=7"
zanderbaldwin/phperian,"""php"":"">=5.3.7"
amp-framework/ampf,"		""php"":"">=7"
ThomasBollmeier/codeschnipsel,"		""php"":""^7"
Prezent/prezent-crud-bundle,"""php"":""^5.5|^7"
DraperStudio/Laravel-Traits,"""php"":""^5.6||^7"
leroy0/torrentpier,"		""php"":""^7"
Triiistan/symfony,"""php"":""^7"
excellentingenuity/EloquentUUID,"""php"":"">=7"
ekosalemba/role-based-access-control,"		""php"":"">=5.3.7"
mpyw/co,"""php"":"">=7"
faelp22/common_hash,"""php"":"">=5.3.7"
diogojpina/seminar,"""php"":""^5.6||^7"
limoncello-php-dist/passport,"""php"":"">=7"
simudream/tracker,"""php"":"">=5.3.7"
Roave/StrictPhp,"""php"":""~5.6|~7"
tobscure/json-api,"""php"":""^5.5.9||^7"
DraperStudio/Laravel-Mailjet,"""php"":""^5.6||^7"
dcarbone/php-class-builder,"""php"":""^5.6||^7"
ezecosystem/Sylius,"""php"":""^7"
ThomasBollmeier/enORM,"		""php"":""^7"
maximgubar/m2-config,"""php"":""~5.5.0|~5.6.0|~7"
lorique/lpsr,"""php"":"">=7"
OpenBuildings/functest,"""php"":""^7"
ericpoe/AOC2016,"""php"":""^7"
uruba/feedr,"""php"":"">=7"
excell-mobility/integration-layer,"""php"":""~7"
mimmi20/Browscap-1,"""php"":""^7"
younishd/endobox,"""php"":""^7"
unyx/nyx,"""php"":""~7"
hgraca/php-file-system,"""php"":"">=7"
lcobucci/phpunit,"""php"":""^7"
rollerworks/search-doctrine-orm,"""php"":""^7"
SchakelMarketeers/WhiteWorks-API,"""php"":""^5.6||^7"
rfussien/dotenv,"""php"":""~5.6|~7"
SetBased/php-audit,"""php"":"">=7"
mmdtl/autolock,"""php"":""^5.3|^7"
mobicms/mobicms-http,"""php"":""^5.6||^7"
splicky/ad-api-client-php,"""php"":""^5.3.3||^7"
auraphp/Aura.Intl,"""php"":""^5.6|^7"
hmlb/userbundle,"""php"":""~7"
lmihaylov2512/pass-generator,"""php"":"">=7"
edvinaskrucas/laravel-user-email-verification,"""php"":""^5.5|^7"
GSadee/Sylius,"""php"":""^5.6|^7"
twistersfury/phalcon-core,"""php"":""^7"
moderndeveloperllc/zend-expressive,"""php"":""^5.6||^7"
sztyup/authsch,"""php"":""^5.6||^7"
levmorozov/mii,"""php"":"">=7"
lucaccio/ze2,"""php"":""^5.6||^7"
thomaszbz/TYPO3-metaseo,"""php"":"">=7"
dingo/api,"""php"":""^7"
RedSnapper/Sio,"""php"":""^7"
mvc5/tests,"""php"":""^5.6||^7"
stefanotorresi/thorr-persistence,"""php"":""^5.5||^7"
summerblue/generator,"""php"":"">=7"
WellCommerce/ThemeBundle,"""php"":""^7"
fugi/translatable-exception,"""php"":""~5.4|~7"
kriswallsmith/Buzz,"""php"":""^5.3.3||^7"
api-platform/api-platform,"""php"":"">=7"
brokencube/automatorm,"""php"":"">=7"
darsyn/interface-aware-bundle,"""php"":"">=7"
kierate/ellire-reprocess-templates,"""php"":""^5.3.3||^7"
mikealmond/color,"""php"":""~5.5|~7"
vinkla/vimeo,"""php"":""^5.6.4||^7"
Zenify/ModularLatteFilters,"		""php"":""^7"
moon-php/logger,"""php"":"">=7"
samtuke/phplist3,"""php"":"">=5.3.3,<=7"
clxcommunications/sdk-xms-php,"""php"":""^5.6||^7"
detailnet/dfw-commanding,"""php"":""^7"
nbockoven/citizen-post,"""php"":"">=7"
teohhanhui/DunglasApiBundle,"""php"":"">=7"
fruux/sabre-cs,"""php"":"">=5.4.7"
koriym/BEAR.Package,"""php"":"">=7"
RWOverdijk/AssetManager,"""php"":""^5.5||^7"
zendframework/ZendService_ReCaptcha,"""php"":""^5.6||^7"
triadev/LaravelElasticsearchProvider,"""php"":"">=7"
datoszs/czech-lawyers,"		""php"":"">=7"
ozinal/zend3-doctrine,"""php"":""^5.6||^7"
thaumatic/junxa,"""php"":""^5.6||^7"
ThaDafinser/UserAgentParser,"""php"":""~5.6|~7"
nimayneb/advini,"""php"":""~7"
dominionenterprises/solvemedia-client-php,"""php"":""~5.6||~7"
bitExpert/oauth2-server-storage-dbal,"""php"":""^5.5|^7"
DASPRiD/dash-expressive,"""php"":""^5.5|^7"
jlagneau/demo-rest-api,"			""php"":""7"
renat-magadiev/zf3-bar-logger,"""php"":""^5.5.9||^7"
Assada/configurator,"""php"":"">=7"
lt/PHP-AEAD-ChaCha20-Poly1305,"""php"":"">=7"
whowgames/lithium,"""php"":"">=5.3.6<7"
vbresults/lithium,"""php"":"">=5.3.6<7"
nikolaposa/ZfDisqus,"""php"":""^7"
yohang/satis-admin,"""php"":""7"
bauhausphp/http,"""php"":"">=7"
antonioribeiro/skeleton-small,"""php"":"">=5.3.7"
elcodi/PageBundle,"""php"":""^5.4|^7"
binsoul/common,"""php"":""^7"
ZhukMax/phoxie,"""php"":"">=7"
koolkode/util,"		""php"":""~7"
rodrigopedra/framework,"""php"":"">=7"
SocialiteProviders/Deezer,"""php"":""^5.6||^7"
scanpaydk/magento2-scanpay,"""php"":""~5.5.0|~5.6.0|~7"
firegento/firegento-pdf2,"""php"":""~5.5.0|~5.6.0|~7"
SiroDiaz/DataStructures,"""php"":"">=7"
bankiru/TedivmStashBundle,"""php"":""^5.4|^7"
Ordermind/logical-permissions-php,"""php"":"">=5.4.37"
samsonasik/ForceHttpsModule,"""php"":""^5.6||^7"
nazar-pc/Useful-PHP-Functions,"		""php"":"">=7"
lightster/upcrypto,"""php"":""^5.4.0||^7"
samsonasik/zend-diactoros,"""php"":""^5.4||^7"
snapshotpl/zend-diactoros,"""php"":""^5.4||^7"
SoureCode/SoureCode,"""php"":"">=7"
OndraM/phpunit,"""php"":""^7"
tarlepp/symfony-backend,"""php"":"">=7"
tystr/rest-orm,"""php"":"">=7"
chacal88/silex-api-skel,"""php"":"">=7"
duncan3dc/console,"""php"":""^5.6|^7"
geocoder-php/Geocoder,"""php"":""^7"
Trainmaster/Vision,"""php"":""^7"
dilsonjlrjr/slim3-auth,"""php"":"">=7"
cybalex/mp3db,"""php"":"">=5.5<7"
ScriptFUSION/ByteFormatter,"""php"":""^5.5|^7"
Innmind/Url,"""php"":""~7"
nattreid/web-manager,"""php"":"">=7"
mkorkmaz/fb-pages-stats,"""php"":""^7"
elnebuloso/flex-data,"""php"":""^5.6||^7"
johnothecoder/NotificationService,"""php"":"">=7"
harmony-project/modular-bundle,"""php"":"">=7"
ScriptFUSION/Porter,"""php"":""^5.5|^7"
ramracing/mustache-file-array-loader,"""php"":""~5.5|~7"
uro/teltonika-fm-parser,"""php"":"">=7"
Worldpay/worldpay-magento2,"""php"":""~5.5.0|~5.6.0|~7"
DASPRiD/karlsfurs-registration,"""php"":""^7"
symfony-cmf/cmf-sandbox,"""php"":""^5.6|^7"
tekkla/core-toolbox,"""php"":"">=7"
smetdenis/SimpleTypes,"""php"":"">=5.3.27"
edoger/edoger,"""php"":"">=7"
tonvinh/ez,"""php"":"">=5.3.17"
benfranke/eZSchulung,"""php"":"">=5.3.17"
tidal/phpspec-console,"""php"":"">=7"
koolkode/k1-app,"		""php"":""~7"
Rotzbua/swiftmailer,"""php"":"">=7"
hipay/hipay-fullservice-sdk-magento2,"""php"":""~5.5.0|~5.6.0|~7"
bfgasparin/NFeEasy,"""php"":"">=7"
enumag/DoctrineMigrations,"		""php"":""^5.6|^7"
jackalope/jackalope-doctrine-dbal,"""php"":""^5.6|^7"
lindelius/php-jwt,"""php"":""^5.6||^7"
mcg-web/dataloader-php,"""php"":""^5.5|^7"
voronkovich/symfony,"""php"":""^7"
PeeHaa/WebNews,"""php"":""^7"
unreal4u/telegram-api,"""php"":"">=7"
Soimil/neffpe,"""php"":""~7"
davidolrik/composer,"""php"":""^5.3.2||^7"
ucsdmath-apps/appointment-diary,"""php"":"">=7"
Neconix/Yii2-Oci8,"""php"":""^5.5||^7"
common-libs/io,"	""php"":"">=7"
flack/createphp,"""php"":""^5.6|^7"
joseph-walker/vector,"""php"":""^7"
jonnypickett/eloquent-sti,"""php"":""~5.6|~7"
DaveRandom/LibDNS,"""php"":"">=7"
silwerclaw/jirapi,"""php"":""^7"
Igor-Men/site_com,"""php"":"">=7"
GeneaLabs/laravel-governor,"""php"":"">=7"
nokitakaze/php-testhttpserver,"""php"":""~5.5||~7"
hboomsma/entity-mutation-component,"""php"":""5.*,>=5.6||7"
mvc5/mvc5-application,"""php"":""^7"
garethellis36/tldr-php,"""php"":""^7"
zf3buch/zendframework-center,"""php"":""^5.6||^7"
IsurangaPerera/FLAN,"""php"":""7"
koolkode/async-react,"		""php"":""~7"
awesomite/var-dumper,"""php"":""^5.3||^7"
oshdev/paf,"""php"":""^5.6||^7"
marcosh/effector,"""php"":""^7"
appwilio/yakassa,"""php"":"">=7"
ellumilel/php-excel-writer,"""php"":""^5.4|^7"
AlexVanderbist/laravel-backup,"""php"":""^7"
prooph/event-store-flywheel-adapter,"""php"":""^5.5||^7"
vinkla/shield,"""php"":""^5.6.4||^7"
vaibhavpandeyvpz/katora,"""php"":""^5.3||^7"
mdwheele/opencfp,"""php"":"">=7"
DavidGarciaCat/symfony,"""php"":""^7"
phn-io/dal,"""php"":"">=7"
ClanWolf/C3-Web,"""php"":"">=7"
vmasciotta/magento2-cli-version,"""php"":""~5.5.0|~5.6.0|~7"
hgraca/php-micro-orm,"""php"":"">=7"
7press/Metrics,"""php"":""7"
rodmcnew/Rcm,"""php"":"">=7"
ericsizemore/utility,"""php"":"">=7"
kokspflanze/ZfcBBCode,"""php"":""^7"
ejastik/stf_test,"""php"":"">=7"
mobicms/expressive-doctrine,"""php"":""^5.5||^7"
druidfi/build-tools-beta,"""php"":""^5.6||^7"
ezpublishlegacy/ezpublish-api,"""php"":""~5.6|~7"
ngbentley/d8_devshop,"""php"":""^5.5.9||^7"
naveen17797/newway-filemanager,"""php"":"">=7"
texdc/Momento,"""php"":""^5.6||^7"
zendframework/zend-http,"""php"":""^5.5||^7"
joomla-framework/utilities,"""php"":""^5.3.10|~7"
mrsuh/rent-collector,"""php"":"">=7"
graze/formatter,"""php"":""^5.5||^5.6||^7"
amamarul/mail-tracker,"""php"":""~5.5|~7"
dz0ny/heroku-docker-piwik,"""php"":""~7"
pdt256/article,"""php"":"">=7"
elcodi/CouponBundle,"""php"":""^5.4|^7"
bztsrc/phppe3,"		""php"":"">=7"
Webiny/Cache,"""php"":""^7"
phramework/jwt,"""php"":"">=7"
andrejmaya/fti-trips,"		""php"":"">=5.3.7"
guestisp/mautic,"""php"":"">=5.3.7"
phpflo/phpflo-fbp,"""php"":"">=7"
OskarStark/SonataAdminBundle,"""php"":""^5.3||^7"
mydnshost/mydnshost-php-api,"""php"":"">=7"
Ocramius/PhpCodeInliner,"""php"":""~7"
xtreamwayz/html-form-validator,"""php"":""^5.6||^7"
XenosEleatikos/MusicBrainz,"""php"":"">=7"
elcodi-plugins/ProductCsvBundle,"""php"":""^5.4|^7"
letr0n/framework,"		""php"":"">=7"
khrizt/PushNotiphications,"""php"":"">=7"
webhdx/ezplatform-markdown-fieldtype,"""php"":""~5.6|~7"
Munso-Agency/iris-geocoder-bundle,"""php"":""^5.3||^7"
oscarotero/Embed,"""php"":""^5.5|^7"
vlakoff/Faker,"""php"":""^5.3.3|^7"
RiskioFr/Specification,"""php"":""^7"
ConnectHolland/Accompli-Daemon-Task,"""php"":""^5.6|^7"
EcomDev/image-library,"""php"":""~7"
mreiss/shopware,"""php"":""^5.6.4||^7"
nocriz/import,"""php"":"">=5.3.7"
gdecorbiac/SyliusPayboxBundle,"""php"":""^5.6|^7"
mrVictorios/php-template,"""php"":""^7"
Yproximite/yprox-api-client,"""php"":""^7"
gabrielbull/omnimail,"""php"":""^5.5||^7"
Advandz/Advandz,"""php"":"">=7"
venca-x/nettegmap,"""php"":"">=7"
excellentingenuity/UUID,"""php"":"">=7"
spatie/laravel-varnish,"""php"":""^7"
acelaya/website-expressive,"""php"":""^7"
VIPnytt/CA-bundle,"""php"":""^5.6||^7"
phpservermon/phpservermon,"		""php"":"">=5.3.7"
SimpleBus/AsynchronousBundle,"""php"":""^5.6||^7"
vpx/behat-wiremock-extension,"""php"":"">=7"
0x13a/buxus,"""php"":"">=7"
brick/di,"""php"":"">=7"
mhujer/fio-api-php,"""php"":"">=7"
acelaya/zsm-annotated-services,"""php"":""^5.6||^7"
gohanman/ADOdb,"		""php"":""^5.3.2||^7"
tokushima/ebi,"		""php"":"">=7"
SocalNick/ScnSocialAuth-Sandbox,"""php"":""~7"
bricks81/BricksConfig,"""php"":""^7"
dawnbreak/hubzilla,"		""php"":"">=7"
morinfa/TYPO3.CMS,"		""php"":""^7"
NamelessCoder/TYPO3.CMS,"		""php"":""^7"
Sub-Tech/CashbackAPI,"""php"":"">=7"
ecups/core,"""php"":"">=7"
jeskew/psr6-encrypting-decorator,"""php"":""^5.5|^7"
gorkalaucirica/Sylius,"""php"":""^5.6|^7"
meccado/carousel-admin,"""php"":""~5.5|~7"
MadCat34/zend-xmlrpc,"""php"":""^5.6||^7"
zendframework/zend-xmlrpc,"""php"":""^5.6||^7"
freshcells/state-inspector,"""php"":""~7"
devset/delivery-php,"""php"":"">=7"
wearebase/base-user,"""php"":"">=5.6|>=7"
AdrianBav/helenapluskowska,"""php"":"">=7"
ucsdmath/Encryption,"""php"":"">=7"
phn-io/phn,"""php"":"">=7"
theseer/phpunit,"""php"":""^5.6||^7"
mvtgun/chaseyourwod,"		""php"":"">=5.3.7"
Haverkamp87/LanguageBundle,"""php"":""7"
PHPRio/site,"	""php"":"">=7"
hechoendrupal/DrupalConsole,"""php"":""^5.5.9||^7"
stephweb/daw-php-pagination,"""php"":"">=7"
Flexible-User-Experience/LoPati,"""php"":"">=7"
ultra-lite/container,"""php"":""^7"
mnapoli/silly,"""php"":"">=7"
rokka-io/rokka-client-php-cli,"""php"":""^5.5.0|^7"
jall/AopMonologBundle,"""php"":""~5.6|~7"
vaniocz/type-parser,"""php"":""^7"
mvc5/mvc5-tests,"""php"":""^7"
baruica/xml,"""php"":""7"
kokspflanze/PaymentAPI,"""php"":""^7"
bbatsche/PolyTree,"""php"":"">=5.5.9|>=7"
mbouclas/mcms-mailchimp,"""php"":""~5.5|~7"
hason/Twig,"""php"":"">=5.2.7"
zf3buch/vote-my-pizza,"""php"":""^5.5||^7"
regularlabs/m2-lib-uicomponents,"		""php"":""~5.6.0|~7"
bpocallaghan/notify,"""php"":"">=7"
andrearruda/ApiAppFarolsign,"""php"":""^5.5||^7"
spaze/csp-config,"		""php"":""~7"
TelegramPassport/passport-laravel,"""php"":""^5.6||^7"
TYPO3-Console/typo3-console-plugin,"""php"":"">=7.0.0<7"
puli/gulp-plugin,"""php"":""^5.3.9|^7"
jeroendesloovere/forkcms,"""php"":""^7"
MichaelKubovic/Sylius,"""php"":""^5.6|^7"
bretto36/Sylius,"""php"":""^5.6|^7"
afelicioni/phpversions.info,"""php"":""^7"
SocialiteProviders/Paymill,"""php"":""^5.6||^7"
lukasblaho/cqrs-factory,"""php"":""^7"
Naph/searchlight,"""php"":""^7"
bushbaby/BsbFlysystem,"""php"":""^7"
asgrim/jamestitcumb,"""php"":""^7"
Gogra/Majespay-UFC,"""php"":"">=7"
michaelmoussa/doctrine-qbmocker,"""php"":""^7"
Socratemus/gruul-cloud,"""php"":""^5.6||^7"
DHager/docker-php-library-demo,"""php"":"">=7"
DraperStudio/Laravel-Countries,"""php"":""^5.6||^7"
Dratejinn/telegrambot,"""php"":"">=7"
Krifollk/magento2-code-generator,"""php"":""~7"
Qeti/Karika,"""php"":"">=7"
TZK-/TaigaPHP,"""php"":""~5.3|~7"
peymanME/authentication-with-zf3-and-doctrine-2,"""php"":""^5.6||^7"
Trejjam/Cronner,"		""php"":"">=7"
JamesRezo/satis,"""php"":""^5.3.2||^7"
CodingMatters/Academe,"""php"":""^5.6||^7"
Youcef2015/TP,"""php"":""^5.6||^7"
ARCANEDEV/Localization,"""php"":"">=7"
fruux/sabre-cache,"""php"":"">=7"
20steps/bricks-installer,"""php"":"">=7"
juan2ramos/agroseller,"""php"":""^5.5|^7"
willdurand/JsonpCallbackValidator,"""php"":""^5.3||^7"
schulzefelix/laravel-adwords-targeting-idea-service,"""php"":""^7"
the-junty/junty,"""php"":"">=7"
CodeCollab/Template,"""php"":""^7"
Aprila/app-blog,"""php"":"">=5.3.7"
binidini/flobistro,"""php"":""^5.6|^7"
phly/react2psr7,"""php"":""^5.5||^7"
koolkode/async-http,"		""php"":""~7"
crip-laravel/filesys,"""php"":"">=7"
DataProcessors/amqp-async,"""php"":"">=7"
InspireVive/inspirevive,"		""php"":"">=7"
atomescrochus/laravel-gracenote,"""php"":""~7"
lichtung/Sharin,"""php"":"">=7"
api-platform/demo,"""php"":"">=7"
krystianzybala/free-days,"""php"":"">=7"
chongwu/ESIA-provider,"""php"":""^5.6||^7"
pleminh/magemtoo,"""php"":""~5.5.0|~5.6.0|~7"
konsulting/laravel-extend-collections,"""php"":""^7"
pavolbiely/bazos-crawler,"""php"":"">=7"
lcobucci/di-builder,"""php"":""~7"
avalonia-project/async,"""php"":""^7"
nicola88/thetvdb-php-client,"""php"":"">=7"
WellCommerce/DictionaryBundle,"""php"":""^7"
perf2k2/direct,"""php"":"">=7"
Libertempo/Libertempo-web,"""php"":""^5.6|^7"
Orbitale/EntityMerger,"""php"":""^5.5|^7"
bangpound/ConsoleBundle,"""php"":""^5.5|^7"
wordplate/acf,"""php"":""^7"
Wilt/zf-rest,"""php"":""^5.6||^7"
laravel-doctrine/orm,"""php"":"">=7"
Sharkzt/HelpersBundle,"""php"":"">=7"
sugared-rim/sami,"""php"":"">=7"
protobile/framework,"""php"":""^5.5||^7"
EXSyst/installer,"""php"":""^7"
Innmind/ServerStatus,"""php"":""~7"
lib16/xml-builder-php,"		""php"":"">=7"
GIANTCRAB/google-calendar,"""php"":"">=7"
nbish11/skeleton,"""php"":""~5.5|~7"
net-tools/simple_framework,"		""php"":"">=7"
offboard/php-login-framework,"""php"":"">=5.3.7"
mpociot/human-regex,"""php"":"">=7"
mimmi20/browscap,"""php"":""^7"
ksjogo/TYPO3.CMS,"		""php"":""^7"
gnugat/search-engine,"""php"":""^7"
Harrisonbro/phpspec,"""php"":""^5.6|^7"
YorkCS2016/Negasaurus,"""php"":""^7"
felixfbecker/php-language-server,"""php"":"">=7"
adamculp/expressive-blastoff,"""php"":""^5.5||^7"
andares/slion-db,"""php"":"">=7"
HRPersona/Backend,"""php"":"">=7"
stefansl/divider,"""php"":"">=5.3.7"
farwish/alcon,"""php"":"">=7"
jclebreton/BrowserDetection,"""php"":""~5.3|~7"
ThrusterIO/stream,"""php"":"">=7"
elcodi/CartShippingBundle,"""php"":""^5.4|^7"
jordanbrauer/cronitor-php,"""php"":"">=7"
CodelyTV/php-bootstrap,"""php"":""^7"
jonnitto/flow-development-collection,"""php"":""~7"
jackydan/balagan,"""php"":""^5.3.3||^7"
Jomari94/weRgamers,"""php"":""~7"
Aheenam/laravel-translatable,"""php"":""^7"
okamos/php-ses,"""php"":""^5.6||^7"
LnToolbox/Shell,"""php"":""^7"
Vrtak-CZ/NewRelic-Tracy,"		""php"":""~5.5|~7"
vinyvicente/doctrine-point-type,"""php"":"">=7"
Gmulti/wordpress-api,"""php"":"">=7"
ByTIC/deployer-recipies,"""php"":"">=7"
mhyndle/ipv4-subnets,"""php"":"">=7"
prooph/common,"""php"":""^7"
WellCommerce/Przelewy24Bundle,"""php"":""^7"
merlijnbruijnes/mrb-mollie,"""php"":""^5.3.2|^7"
Danack/composer,"""php"":""^5.3.2||^7"
miclf/framework,"""php"":"">=7"
goaop/framework,"""php"":"">=7"
Bunkermaster/Nymfony,"""php"":"">=7"
wuzheng40/CodeIgniter4,"		""php"":"">=7"
